id,modele_machine,annee_fabrication,fiabilite_modele,age_machine_ans,phase_vie,indice_usure,heures_par_jour,temps_total_fonctionnement_h,mode_fonctionnement,cadence_moyenne_unit_h,taux_utilisation_pct,charge_machine,type_maintenance,frequence_maintenance,nombre_maintenances,date_derniere_maintenance,jours_depuis_maintenance,intervalle_entre_maintenances_j,nombre_total_pannes,frequence_pannes_par_an,duree_moyenne_panne_h,nombre_interventions_techniques,nombre_pannes_repetees,type_panne_recurrente,intervalle_entre_pannes_j,cause_identifiee,panne
7869,PUMP-V7,2014,Elevée,9,Normale,26.58,13.5,44387,Continu,92.5,65.7,Normale,Préventive,Trimestrielle,11.0,2023-10-19,75.0,128.0,4,0.44,1.64,5,2,Aucune,202,Oui,0
7870,CONV-3A,2008,Moyenne,15,Normale,59.51,11.9,65644,Continu,90.9,69.4,Normale,Préventive,Trimestrielle,25.0,2023-05-12,234.0,70.0,14,0.93,0.54,21,13,Hydraulique,204,Oui,0
7871,DRILL-Z6,1999,Moyenne,24,Ancienne,91.42,11.4,100149,Continu,54.6,52.2,Normale,Préventive,Mensuelle,28.0,2023-10-30,63.0,120.0,24,1.0,5.96,32,21,Mécanique,236,Non,1
7872,LATHE-9,2016,Elevée,7,Normale,27.13,11.0,28150,Intermittent,105.7,62.1,Normale,Préventive,Mensuelle,8.0,2022-10-28,430.0,127.0,4,0.57,4.34,6,3,Électrique,250,Oui,0
7873,DRILL-Z6,2022,Elevée,1,Nouvelle,7.42,11.8,3973,Intermittent,92.7,72.2,Normale,Préventive,Mensuelle,1.0,2023-11-28,35.0,121.0,2,,500.0,2,0,Électrique,181,Oui,0
7874,WELDR-E4,2005,Elevée,18,Ancienne,59.11,13.4,87899,Continu,83.4,69.8,Surcharge,Préventive,Mensuelle,,2023-10-06,87.0,97.0,14,0.78,7.7,21,13,Aucune,144,Oui,0
7875,ROBOT-M3,2006,Elevée,17,Ancienne,58.2,9.6,59350,Continu,59.3,51.5,Surcharge,Corrective,Trimestrielle,27.0,2023-05-07,240.0,85.0,15,0.88,0.5,17,13,Électrique,135,Non,0
7876,PUMP-V7,2012,Elevée,11,,44.68,12.4,50090,Continu,62.2,81.3,Normale,Mixte,Trimestrielle,12.0,2023-11-14,48.0,86.0,5,0.45,3.14,12,4,Électrique,173,Oui,0
7877,CONV-3A,1998,Elevée,25,Ancienne,89.63,13.1,118947,Continu,102.5,64.4,Normale,Corrective,Trimestrielle,36.0,2023-10-11,82.0,98.0,23,0.92,2.26,24,18,Thermique,123,Non,1
7878,DRILL-Z6,2007,,16,Ancienne,56.32,9.1,53216,Continu,95.1,55.6,Normale,Préventive,Mensuelle,16.0,2023-12-10,22.0,91.0,8,0.5,6.76,16,7,Mécanique,144,Oui,0
7879,PUMP-V7,2014,Moyenne,9,Normale,30.57,13.5,44467,Continu,96.9,79.4,Normale,Corrective,Trimestrielle,14.0,2023-11-27,35.0,87.0,7,0.78,,11,7,Électrique,191,Non,0
7880,CONV-3A,2022,Moyenne,1,Nouvelle,9.37,,4624,Continu,78.0,85.0,Sous-charge,Mixte,Annuelle,3.0,2023-08-27,128.0,83.0,0,0.0,1.79,3,0,Mécanique,288,Oui,0
7881,CONV-3A,2007,Elevée,16,Ancienne,61.61,9.6,56323,Continu,99.6,45.8,Normale,Préventive,Mensuelle,26.0,2023-12-02,31.0,52.0,8,0.5,4.28,11,7,,253,Oui,0
7882,WELDR-E4,1998,Faible,25,Ancienne,90.75,8.4,77349,Intermittent,59.5,83.2,Normale,Préventive,Mensuelle,34.0,2023-07-25,160.0,62.0,25,1.0,5.6,30,25,Aucune,205,Oui,1
7883,PUMP-V7,2017,Faible,6,Normale,21.33,9.6,20500,Continu,61.5,72.4,Normale,Préventive,Annuelle,9.0,2018-07-11,2000.0,52.0,2,0.33,7.13,4,0,,207,Oui,0
7884,WELDR-E4,2017,Faible,6,Normale,19.22,12.4,27273,Intermittent,95.1,,Surcharge,Préventive,Annuelle,11.0,2023-12-31,2.0,57.0,5,0.83,1.63,7,2,Thermique,81,Non,0
7885,DRILL-Z6,2001,Faible,22,Ancienne,80.47,11.8,94119,Continu,66.2,61.6,Surcharge,Mixte,Trimestrielle,33.0,2023-10-11,82.0,59.0,15,0.68,18.68,19,13,Thermique,212,,0
7886,MOTOR-K1,2017,Moyenne,6,Normale,15.49,16.2,35166,Continu,79.4,73.1,Sous-charge,Préventive,Trimestrielle,6.0,2023-12-13,19.0,108.0,3,0.5,3.41,7,2,Mécanique,153,Oui,0
7887,ROBOT-M3,1996,Moyenne,27,Ancienne,90.03,10.9,107501,Intermittent,53.4,73.9,Normale,Mixte,Mensuelle,38.0,2023-10-21,73.0,110.0,15,0.56,4.34,18,15,Hydraulique,140,Non,1
7888,MOTOR-K1,2015,Elevée,8,Normale,150.0,9.3,27063,Continu,37.3,,Sous-charge,Corrective,Annuelle,11.0,2023-12-13,19.0,85.0,3,0.38,5.83,6,1,,209,Non,0
7889,CNC-2000,2020,Moyenne,3,Nouvelle,16.68,14.0,15350,Continu,64.7,81.3,Normale,Préventive,Hebdomadaire,4.0,2023-06-15,200.0,82.0,3,1.0,7.08,7,2,Mécanique,202,Oui,0
7890,PRESS-X5,2012,Moyenne,11,Normale,34.9,9.1,36382,Continu,74.3,75.0,Sous-charge,Corrective,Trimestrielle,16.0,2023-11-03,60.0,129.0,11,1.0,1.53,16,10,Aucune,214,Oui,0
7891,MOTOR-K1,2015,Moyenne,8,Normale,30.02,9.6,27783,Continu,66.1,89.2,Surcharge,Corrective,Mensuelle,,2023-11-16,47.0,108.0,6,0.75,,6,1,Thermique,163,Oui,0
7892,LATHE-9,2022,Moyenne,1,Nouvelle,2.87,9.7,3660,Intermittent,89.3,85.6,Sous-charge,Préventive,Annuelle,3.0,2023-09-14,110.0,72.0,0,0.0,4.93,2,0,Aucune,157,Oui,0
7893,ROBOT-M3,2000,,23,Ancienne,94.99,3.0,25311,Continu,95.2,57.6,Normale,Corrective,Trimestrielle,31.0,2023-11-04,59.0,104.0,21,0.91,10.5,23,19,Électrique,254,Oui,0
7894,PRESS-X5,2010,Moyenne,13,Normale,47.71,13.7,65017,Intermittent,89.2,82.9,Normale,Mixte,Annuelle,16.0,2023-11-22,40.0,101.0,12,0.92,0.5,16,9,Électrique,149,Oui,0
7895,DRILL-Z6,1997,Elevée,26,Ancienne,81.69,14.8,140512,Continu,62.7,76.2,Sous-charge,Mixte,Mensuelle,36.0,2023-11-21,41.0,101.0,17,0.65,1.73,21,13,Électrique,122,Oui,0
7896,WELDR-E4,2016,Moyenne,7,Normale,30.38,14.8,37764,Intermittent,87.9,66.6,Normale,Corrective,Trimestrielle,7.0,2023-10-19,75.0,88.0,12,1.71,0.53,17,9,Électrique,147,Oui,0
7897,LATHE-9,2009,Faible,14,Normale,47.06,,89965,Intermittent,,62.6,Surcharge,Préventive,Trimestrielle,29.0,2023-12-31,1.0,86.0,17,1.21,4.34,21,14,Aucune,305,Oui,0
7898,PRESS-X5,2015,Faible,8,Normale,27.0,16.5,48040,Continu,107.9,,Sous-charge,Préventive,Annuelle,10.0,2023-09-22,102.0,100.0,1,0.12,4.38,5,0,,102,Oui,0
7899,PRESS-X5,2014,,9,Normale,28.14,11.0,36193,Intermittent,80.7,74.9,Normale,Corrective,Hebdomadaire,12.0,2023-07-24,161.0,111.0,7,,0.5,9,7,Aucune,237,Non,0
7900,CONV-3A,2004,Elevée,19,Ancienne,67.48,15.3,106504,Continu,67.2,88.8,Normale,Mixte,Trimestrielle,30.0,2022-04-28,614.0,128.0,17,0.89,6.22,19,17,Mécanique,211,Oui,1
7901,CNC-2000,2003,Faible,20,Ancienne,70.91,11.7,85366,Continu,80.8,48.0,Surcharge,Préventive,Trimestrielle,33.0,2023-05-01,245.0,105.0,21,1.05,2.96,25,17,Thermique,161,Oui,0
7902,WELDR-E4,2005,Elevée,18,Ancienne,59.77,10.7,70536,Continu,82.5,59.9,Normale,Préventive,Annuelle,23.0,2023-12-15,18.0,93.0,10,0.56,0.91,12,9,Aucune,177,Oui,0
7903,DRILL-Z6,2008,Faible,15,Normale,49.96,9.7,53331,Intermittent,90.6,77.3,Normale,Corrective,Trimestrielle,33.0,2023-11-28,35.0,109.0,9,0.6,5.07,9,6,Thermique,134,Oui,0
7904,PUMP-V7,2018,Elevée,5,Normale,18.01,11.2,20518,Continu,51.7,73.3,Normale,Corrective,Trimestrielle,6.0,2023-08-21,,121.0,4,0.8,7.88,5,2,Mécanique,268,Non,0
7905,MOTOR-K1,2006,Elevée,17,Ancienne,47.79,13.0,80445,Intermittent,69.6,76.3,Normale,Mixte,Trimestrielle,19.0,2023-09-28,95.0,66.0,12,0.71,1.05,14,8,Électrique,187,Oui,0
7906,ROBOT-M3,2001,Moyenne,22,Ancienne,69.79,16.7,134420,Continu,87.2,69.5,Normale,Préventive,Mensuelle,26.0,2023-12-28,4.0,58.0,21,0.95,0.5,22,19,Électrique,188,Oui,0
7907,CNC-2000,2005,Moyenne,18,Ancienne,71.35,14.2,93194,Intermittent,91.7,,Normale,Corrective,Hebdomadaire,27.0,2023-09-09,115.0,129.0,14,0.78,14.45,15,14,Thermique,137,Oui,0
7908,CONV-3A,2011,Elevée,12,Normale,,-5.0,0,Continu,129.1,55.9,Sous-charge,Préventive,Annuelle,15.0,2023-04-21,255.0,57.0,7,0.58,1.42,10,4,Aucune,205,Oui,0
7909,CONV-3A,2019,Moyenne,4,Normale,11.38,8.9,12726,Continu,100.7,,Surcharge,Corrective,Mensuelle,8.0,2023-10-02,91.0,135.0,2,0.5,,2,0,Mécanique,220,Oui,0
7910,PRESS-X5,2003,Moyenne,20,Ancienne,61.52,13.7,99770,Intermittent,69.7,80.0,Normale,Préventive,Trimestrielle,33.0,2023-10-26,68.0,99.0,16,0.8,2.3,17,15,Hydraulique,7,Oui,0
7911,COMP-T2,2016,Elevée,7,Normale,24.22,14.7,38177,Continu,106.6,80.5,Normale,,Trimestrielle,,2023-11-21,41.0,85.0,7,,3.52,10,4,Électrique,278,Oui,0
7912,MOTOR-K1,2017,Moyenne,6,Normale,25.93,,34406,Intermittent,88.7,,Sous-charge,,Annuelle,-1.0,2023-12-08,25.0,111.0,2,0.33,7.24,7,0,Mécanique,128,Non,0
7913,CNC-2000,2007,Elevée,16,Ancienne,69.2,11.2,65481,Intermittent,100.5,67.9,Normale,Préventive,Mensuelle,23.0,2023-09-10,113.0,70.0,12,0.75,1.43,15,10,Thermique,144,,0
7914,PRESS-X5,2010,Moyenne,13,Normale,54.96,13.4,63752,Intermittent,87.0,81.1,Normale,Corrective,Annuelle,33.0,2023-08-29,125.0,61.0,5,0.38,1.69,13,4,Mécanique,192,Oui,0
7915,CNC-2000,1997,Elevée,26,Ancienne,86.57,14.6,138400,Intermittent,101.6,70.8,Normale,,Trimestrielle,38.0,2023-12-07,25.0,147.0,20,0.77,0.5,21,17,Mécanique,242,Oui,0
7916,LATHE-9,1999,Moyenne,24,Ancienne,81.52,7.9,69794,Continu,96.2,78.2,Normale,Préventive,Mensuelle,36.0,2023-10-08,85.0,100.0,23,,3.19,28,21,Mécanique,150,Non,0
7917,WELDR-E4,2017,Elevée,6,Normale,13.64,12.8,28260,Continu,88.3,65.6,Sous-charge,Corrective,Hebdomadaire,8.0,2023-11-04,58.0,133.0,4,0.67,12.88,9,2,Électrique,246,Oui,0
7918,ROBOT-M3,2011,Elevée,12,Normale,37.79,14.7,64669,Intermittent,73.4,58.9,Sous-charge,Corrective,Hebdomadaire,18.0,2023-11-27,36.0,40.0,8,0.67,1.56,12,6,Électrique,229,Non,0
7919,MOTOR-K1,2022,Moyenne,1,Nouvelle,2.44,13.5,4972,Intermittent,73.4,88.3,Surcharge,Corrective,Trimestrielle,2.0,2023-11-17,45.0,18.0,0,0.0,8.97,3,0,Aucune,142,Oui,0
7920,CONV-3A,1995,Moyenne,28,Ancienne,96.16,11.8,120382,Continu,65.8,64.2,Sous-charge,Préventive,Trimestrielle,43.0,2023-10-21,73.0,41.0,27,,0.5,30,24,Thermique,243,Oui,1
7921,COMP-T2,2015,Faible,8,Normale,38.27,19.8,58282,Continu,78.9,85.9,Normale,Corrective,Mensuelle,13.0,2023-09-12,112.0,27.0,5,0.62,1.81,8,2,Mécanique,136,Non,0
7922,DRILL-Z6,2003,Faible,20,Ancienne,63.42,17.8,129918,Continu,96.6,64.9,Normale,Préventive,Mensuelle,21.0,2023-07-28,158.0,107.0,16,0.8,13.22,16,13,Hydraulique,302,Oui,0
7923,PUMP-V7,2017,Moyenne,6,Normale,20.77,12.0,26438,Continu,88.7,73.1,Surcharge,Préventive,Annuelle,9.0,2023-12-19,13.0,79.0,2,0.33,5.97,7,2,Électrique,170,Non,0
7924,WELDR-E4,2011,Moyenne,12,Normale,31.68,11.4,49951,Continu,68.4,70.4,Surcharge,Préventive,Mensuelle,,2023-12-02,30.0,103.0,7,0.58,0.5,9,3,Électrique,160,Oui,0
7925,MOTOR-K1,2007,Elevée,16,Ancienne,57.65,14.1,82316,Continu,94.5,72.5,Normale,Préventive,Hebdomadaire,34.0,2023-02-26,310.0,100.0,20,1.25,1.39,24,19,Aucune,172,Oui,0
7926,LATHE-9,2009,Elevée,14,Normale,,11.8,60509,Intermittent,62.4,84.1,Normale,,Mensuelle,15.0,2023-12-10,22.0,88.0,14,1.0,0.5,15,13,Électrique,299,Non,0
7927,MOTOR-K1,2022,Elevée,1,Nouvelle,9.01,,5694,Continu,85.0,94.6,Surcharge,Préventive,Trimestrielle,3.0,2023-12-27,6.0,45.0,0,0.0,4.57,4,0,Mécanique,236,Non,0
7928,DRILL-Z6,2015,Faible,8,Normale,26.54,8.2,23957,Continu,,72.7,Normale,Corrective,Mensuelle,11.0,2023-12-24,9.0,113.0,8,1.0,0.5,12,7,Mécanique,89,Oui,0
7929,ROBOT-M3,2002,Elevée,21,Ancienne,66.49,11.3,86513,Intermittent,62.4,76.5,Normale,Mixte,Trimestrielle,32.0,2023-05-13,233.0,,17,0.81,4.56,20,17,Électrique,133,Oui,0
7930,ROBOT-M3,2002,Moyenne,21,Ancienne,62.99,14.1,108041,Continu,82.6,71.8,Normale,,Mensuelle,32.0,2023-12-23,9.0,57.0,17,0.81,0.5,20,13,Électrique,236,Oui,0
7931,CNC-2000,2022,Elevée,1,Nouvelle,150.0,15.0,5306,Continu,69.5,76.0,Normale,Corrective,Hebdomadaire,0.0,2023-09-01,122.0,66.0,0,0.0,0.78,4,0,Aucune,217,Oui,0
7932,PRESS-X5,1996,Elevée,27,Ancienne,95.7,7.6,74561,Continu,104.4,66.4,Normale,Préventive,Hebdomadaire,42.0,2023-10-02,92.0,106.0,26,0.96,,32,22,Mécanique,218,Oui,1
7933,ROBOT-M3,2017,Elevée,6,Normale,23.11,30.0,65579,Intermittent,,62.6,Normale,Préventive,Annuelle,5.0,2023-09-13,110.0,82.0,4,0.67,5.46,6,3,Électrique,254,Non,0
7934,COMP-T2,2004,Moyenne,19,Ancienne,64.01,7.0,48499,Continu,88.3,78.9,Normale,Mixte,Trimestrielle,31.0,2023-09-08,116.0,,11,0.58,1.77,11,8,Aucune,285,Oui,0
7935,PUMP-V7,1999,Elevée,24,Ancienne,88.63,9.4,82342,Continu,93.2,77.7,Normale,Corrective,Mensuelle,28.0,2024-01-01,0.0,73.0,22,0.92,0.5,27,18,Thermique,194,Oui,0
7936,LATHE-9,2010,Moyenne,13,Normale,39.82,8.2,39094,Intermittent,100.5,88.6,Normale,Préventive,Mensuelle,8.0,2023-08-07,148.0,120.0,9,,0.5,11,8,,192,,0
7937,DRILL-Z6,2019,Moyenne,4,Normale,0.0,13.6,19796,Continu,91.5,75.6,Sous-charge,Corrective,Annuelle,4.0,2023-11-24,39.0,58.0,2,,2.06,9,1,Électrique,175,Non,0
7938,CONV-3A,2013,Moyenne,10,Normale,36.41,12.7,46337,Intermittent,67.6,74.4,Sous-charge,Préventive,Mensuelle,10.0,2023-11-07,56.0,73.0,7,0.7,,11,4,Mécanique,172,Oui,0
7939,ROBOT-M3,1800,Moyenne,123,Ancienne,100.0,11.5,518182,Continu,73.3,81.2,Surcharge,Corrective,Hebdomadaire,168.0,2023-07-05,180.0,192.0,116,0.94,5.98,122,116,Thermique,105,Oui,1
7940,CONV-3A,2007,Moyenne,16,Ancienne,62.5,12.1,70669,Intermittent,,86.8,Normale,Préventive,Annuelle,18.0,2023-12-08,25.0,124.0,15,0.94,0.5,17,10,Thermique,80,Non,0
7941,ROBOT-M3,1998,Moyenne,25,Ancienne,81.0,15.6,141695,Continu,,,Normale,Corrective,Mensuelle,36.0,2023-02-24,311.0,80.0,22,0.88,,30,22,Électrique,63,Oui,1
7942,COMP-T2,2001,Elevée,22,Ancienne,74.28,8.9,71114,Continu,94.7,44.1,Normale,Corrective,Annuelle,30.0,2023-07-22,163.0,61.0,20,0.91,0.9,24,19,Mécanique,213,Oui,0
7943,CONV-3A,0,Faible,123,Ancienne,100.0,6.2,278885,Intermittent,61.2,62.4,Normale,Corrective,Trimestrielle,189.0,2023-12-17,15.0,74.0,105,0.85,,108,103,Thermique,142,Oui,1
7944,PRESS-X5,1996,Elevée,27,Ancienne,91.36,14.1,139224,Continu,,87.8,Surcharge,Corrective,Mensuelle,36.0,2023-05-20,226.0,95.0,28,,3.58,30,27,Thermique,156,Oui,1
7945,LATHE-9,2010,Elevée,13,Normale,46.03,10.8,51537,Continu,69.1,,Normale,Préventive,Annuelle,21.0,2023-12-21,11.0,62.0,11,0.85,3.76,12,10,Électrique,232,Oui,0
7946,PUMP-V7,2008,Elevée,15,Normale,48.92,8.9,49181,Intermittent,76.7,91.0,Normale,Préventive,Annuelle,14.0,2023-10-03,90.0,122.0,10,0.67,0.5,14,9,Thermique,222,Oui,0
7947,COMP-T2,1999,Moyenne,24,Ancienne,78.55,13.7,119637,Continu,88.4,69.7,Normale,Corrective,Mensuelle,,2022-06-18,563.0,93.0,13,0.54,0.85,18,13,Mécanique,312,Oui,1
7948,PRESS-X5,2019,Elevée,4,Normale,9.52,6.1,9022,Continu,,71.1,Normale,Préventive,Mensuelle,6.0,2023-12-16,16.0,59.0,3,0.75,1.11,4,0,Thermique,120,Oui,0
7949,PUMP-V7,2008,Moyenne,15,Normale,57.28,9.4,51905,Continu,93.0,83.9,Normale,Préventive,Hebdomadaire,23.0,2023-09-25,99.0,52.0,10,0.67,1.9,15,8,Électrique,218,Oui,0
7950,PRESS-X5,2011,Moyenne,12,Normale,42.07,4.8,21377,Intermittent,78.2,82.2,Normale,Corrective,Annuelle,11.0,2023-11-11,52.0,60.0,11,0.92,1.08,12,9,Électrique,171,Oui,0
7951,PRESS-X5,2006,Moyenne,17,Ancienne,65.86,12.8,79129,Continu,79.5,45.2,Normale,Corrective,Annuelle,21.0,2023-10-04,90.0,,14,0.82,2.24,18,13,Électrique,267,Oui,0
7952,PRESS-X5,2014,Elevée,9,Normale,34.1,16.7,54892,Continu,62.3,75.5,Sous-charge,Mixte,Trimestrielle,12.0,2023-09-08,116.0,99.0,6,,1.42,6,6,Aucune,205,Oui,0
7953,CNC-2000,2006,Moyenne,17,Ancienne,150.0,10.3,63796,Continu,89.6,74.4,Normale,,Annuelle,32.0,2023-12-16,17.0,137.0,13,0.76,11.89,14,12,Électrique,126,Non,0
7954,PUMP-V7,1997,Elevée,26,Ancienne,95.09,9.6,91158,Continu,78.8,61.2,Normale,Mixte,Mensuelle,47.0,2023-07-05,180.0,79.0,14,0.54,4.63,17,11,,217,Non,1
7955,PRESS-X5,2015,Elevée,8,Normale,31.8,17.4,50887,Continu,66.0,67.8,Normale,Préventive,Hebdomadaire,13.0,2023-08-29,125.0,59.0,7,0.88,0.75,9,5,,91,Oui,0
7956,WELDR-E4,2015,Elevée,8,Normale,27.4,13.9,40407,Continu,91.7,78.2,Normale,Préventive,Trimestrielle,12.0,2023-10-27,67.0,85.0,8,1.0,7.95,9,8,Thermique,79,Oui,0
7957,WELDR-E4,2020,Moyenne,3,Nouvelle,25.55,19.1,20939,Continu,101.3,72.4,Sous-charge,Préventive,Annuelle,5.0,2023-12-20,12.0,83.0,1,0.33,3.96,3,0,Thermique,135,Oui,0
7958,ROBOT-M3,1996,Moyenne,27,Ancienne,95.06,12.5,123229,Continu,77.3,86.2,Surcharge,Préventive,Mensuelle,32.0,2023-12-14,19.0,152.0,22,0.81,11.35,24,21,Thermique,283,Oui,1
7959,LATHE-9,2015,Moyenne,8,,18.13,12.7,36935,Continu,71.6,96.1,Sous-charge,Préventive,Mensuelle,18.0,2023-10-13,80.0,69.0,3,0.38,1.91,11,3,,148,Non,0
7960,CONV-3A,2019,Moyenne,4,Normale,15.34,16.3,23781,Continu,71.3,86.3,Normale,Préventive,Annuelle,5.0,2023-09-27,97.0,143.0,4,1.0,2.5,8,1,Hydraulique,152,Oui,0
7961,ROBOT-M3,2015,Moyenne,8,Normale,23.09,11.6,33806,Intermittent,86.0,80.4,Normale,Mixte,Trimestrielle,12.0,2023-11-30,33.0,58.0,4,0.5,2.98,8,2,Mécanique,95,Non,0
7962,CNC-2000,2009,Elevée,14,Normale,54.09,,65028,Intermittent,62.1,73.2,Normale,Préventive,Mensuelle,23.0,2023-06-21,,62.0,8,0.57,1.79,13,6,Aucune,153,Oui,0
7963,WELDR-E4,2005,Elevée,18,Ancienne,66.63,4.7,31423,Continu,81.1,84.6,Normale,Mixte,Trimestrielle,30.0,2023-12-20,,74.0,17,0.94,3.3,19,16,Mécanique,156,Oui,0
7964,PUMP-V7,2004,Faible,19,Ancienne,65.54,,119190,Continu,73.9,67.5,Surcharge,Préventive,Mensuelle,21.0,2023-09-09,114.0,131.0,11,,0.98,13,5,Mécanique,149,Oui,0
7965,LATHE-9,2012,Moyenne,11,Normale,34.06,13.2,52429,Intermittent,87.6,68.4,Normale,Corrective,Trimestrielle,14.0,2023-08-29,126.0,88.0,8,,2.89,11,7,Aucune,255,Non,0
7966,LATHE-9,2017,,6,Normale,21.73,11.7,25743,Intermittent,88.7,60.2,Normale,Mixte,Mensuelle,6.0,2023-11-06,56.0,103.0,3,0.5,2.25,10,0,Thermique,146,Oui,0
7967,CONV-3A,0,,123,Ancienne,100.0,14.7,660874,Intermittent,63.2,56.4,Surcharge,Corrective,Mensuelle,194.0,2023-10-21,73.0,78.0,103,0.84,2.13,107,99,Électrique,169,Non,1
7968,PUMP-V7,2017,Moyenne,6,Normale,24.94,8.5,18356,Continu,90.0,90.4,Normale,Préventive,Annuelle,10.0,2023-06-24,192.0,129.0,6,1.0,0.77,12,4,Électrique,194,,0
7969,DRILL-Z6,2018,Moyenne,5,,20.28,,182577,Continu,86.9,78.2,Surcharge,Préventive,Trimestrielle,8.0,2023-11-19,43.0,71.0,4,0.8,1.74,6,1,Électrique,259,Oui,0
7970,CONV-3A,2020,Elevée,3,Nouvelle,25.18,13.7,15042,Continu,77.1,,Normale,Mixte,Trimestrielle,10.0,2023-08-10,144.0,72.0,4,1.33,,6,1,Mécanique,99,Oui,0
7971,LATHE-9,2015,Faible,8,Normale,25.77,12.1,35273,Intermittent,73.5,73.5,Surcharge,Préventive,Mensuelle,9.0,2023-10-15,79.0,81.0,4,,17.13,7,2,Mécanique,163,Oui,0
7972,CNC-2000,1996,Elevée,27,Ancienne,92.98,13.3,131702,Continu,73.6,97.7,Surcharge,Corrective,Mensuelle,50.0,2023-08-30,125.0,76.0,20,0.74,2.01,21,18,Mécanique,309,Non,1
7973,COMP-T2,2001,Elevée,22,Ancienne,76.23,12.7,102538,Continu,77.4,96.1,Sous-charge,Corrective,Trimestrielle,39.0,2023-12-15,18.0,66.0,22,,0.62,26,19,Mécanique,235,Oui,0
7974,COMP-T2,2001,Elevée,22,Ancienne,76.45,,111945,Intermittent,66.0,74.8,Surcharge,Corrective,Mensuelle,29.0,2023-09-11,112.0,143.0,19,,4.25,21,15,Électrique,168,Oui,0
7975,WELDR-E4,2018,Moyenne,5,Normale,22.64,8.0,14577,Intermittent,69.7,74.7,Normale,Préventive,Annuelle,4.0,2023-11-22,41.0,96.0,2,0.4,1.6,4,0,Électrique,280,,0
7976,LATHE-9,2001,Moyenne,22,Ancienne,75.62,15.8,127182,Intermittent,83.1,72.4,Surcharge,Préventive,Mensuelle,35.0,2023-11-22,41.0,137.0,16,0.73,0.94,19,12,Thermique,67,Oui,0
7977,CNC-2000,2020,Moyenne,3,Nouvelle,20.36,10.5,11597,Continu,71.4,61.6,Surcharge,Préventive,Mensuelle,4.0,2023-11-03,59.0,41.0,2,0.67,4.88,4,1,Aucune,248,Oui,0
7978,CONV-3A,2017,Faible,6,Normale,23.91,12.2,26594,Intermittent,93.2,70.1,Surcharge,Mixte,Annuelle,14.0,2023-11-02,61.0,109.0,3,0.5,1.52,9,2,Hydraulique,125,Non,0
7979,CNC-2000,2008,Elevée,15,Normale,50.07,10.2,55913,Intermittent,78.0,71.2,Sous-charge,Corrective,Mensuelle,30.0,2023-10-24,69.0,111.0,10,0.67,3.25,15,6,Électrique,165,Oui,0
7980,MOTOR-K1,2019,Moyenne,4,Normale,10.29,,16357,Intermittent,72.9,48.4,Normale,Préventive,Trimestrielle,9.0,2023-12-20,13.0,161.0,7,1.75,0.97,10,7,Électrique,181,Non,0
7981,CONV-3A,2018,Moyenne,5,Normale,22.7,12.7,23250,Continu,85.0,47.7,Surcharge,Corrective,Annuelle,6.0,2023-12-28,,44.0,1,0.2,7.05,5,0,Électrique,89,Oui,0
7982,PRESS-X5,1996,Faible,27,Ancienne,94.64,14.2,139930,Intermittent,73.9,74.2,Normale,Préventive,Trimestrielle,39.0,2023-12-11,21.0,85.0,20,0.74,2.57,25,19,Thermique,209,Non,1
7983,CONV-3A,1996,Elevée,27,Ancienne,94.55,14.7,144863,Continu,68.3,85.0,Normale,Mixte,Mensuelle,46.0,2023-10-22,72.0,101.0,17,0.63,9.62,20,15,Électrique,113,Non,1
7984,WELDR-E4,2017,Faible,6,Normale,18.01,,29008,Continu,74.9,65.8,Surcharge,Préventive,Hebdomadaire,11.0,2023-09-15,109.0,144.0,6,1.0,1.0,6,4,Hydraulique,65,Oui,0
7985,COMP-T2,2020,Elevée,3,Nouvelle,10.19,10.2,11033,Continu,49.4,96.0,Normale,Mixte,Trimestrielle,3.0,2023-10-08,86.0,,6,,0.59,12,2,Hydraulique,33,Oui,0
7986,CONV-3A,2009,Moyenne,14,Normale,45.81,13.1,66971,Intermittent,50.4,,Surcharge,Corrective,Trimestrielle,13.0,2023-07-29,156.0,,9,0.64,1.54,11,5,Hydraulique,174,Non,0
7987,PRESS-X5,2005,Moyenne,18,Ancienne,69.81,12.7,83879,Intermittent,66.2,64.8,Surcharge,Mixte,Mensuelle,25.0,2023-12-31,,131.0,15,0.83,5.0,18,14,Électrique,205,Oui,0
7988,MOTOR-K1,2004,Faible,19,Ancienne,70.09,12.2,84857,Intermittent,62.1,57.9,Normale,,Trimestrielle,34.0,2023-10-10,83.0,64.0,16,0.84,2.43,19,11,Aucune,240,Oui,0
7989,CNC-2000,1997,Elevée,26,Ancienne,90.13,13.6,129352,Continu,89.8,76.2,Surcharge,Corrective,Trimestrielle,41.0,2023-09-28,95.0,85.0,23,,4.99,29,22,Thermique,143,Oui,1
7990,PUMP-V7,2011,Elevée,12,Normale,,8.2,35704,Continu,98.9,50.9,Sous-charge,Corrective,Trimestrielle,10.0,2023-08-25,129.0,26.0,8,0.67,1.43,13,5,Mécanique,157,Non,0
7991,COMP-T2,2003,,20,Ancienne,70.46,5.9,43292,Intermittent,84.9,66.0,Surcharge,Corrective,Mensuelle,26.0,2023-07-10,176.0,61.0,9,0.45,4.43,15,8,Électrique,240,Oui,0
